FlowCell Text Data File: 250529-blank.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 22:10:42
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
804255.306, 224281.468, 32.36, 0.130502, , 
808023.242, 224302.790, 32.46, 0.120198, , 
810390.403, 224414.306, 32.56, 0.114733, , 
814149.742, 224408.548, 32.66, 0.104260, , 
814884.306, 224393.565, 32.76, 0.102080, , 
817457.581, 224475.323, 32.86, 0.095804, , 
818403.774, 224341.258, 32.96, 0.091857, , 
821438.677, 224379.710, 33.06, 0.083912, , 
823577.161, 224318.839, 33.16, 0.077451, , 
825635.919, 224311.548, 33.26, 0.071759, , 
826884.968, 224292.339, 33.36, 0.068164, , 
828326.565, 224407.403, 33.46, 0.065399, , 
830361.758, 224391.242, 33.56, 0.059714, 6, 0.795
831745.694, 224445.823, 33.65, 0.056514, , 
833315.081, 224553.532, 33.76, 0.053351, , 
833252.226, 224459.774, 33.85, 0.052581, , 
834787.242, 224459.387, 33.95, 0.048435, , 
835699.258, 224551.806, 34.05, 0.046904, , 
836716.565, 224480.000, 34.15, 0.043447, , 
837387.129, 224491.710, 34.25, 0.041761, , 
837798.306, 224447.258, 34.35, 0.040211, , 
838479.500, 224483.129, 34.45, 0.038742, , 
839443.758, 224497.565, 34.55, 0.036300, , 
839730.597, 224495.935, 34.65, 0.035515, , 
