FlowCell Text Data File: 250601-1-A2.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-06-01
Time: 20:04:37
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 551199
Source A Zero: 228011.0

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
597041.081, 226578.726, 38.13, -0.193967, , 
596893.742, 226573.984, 38.23, -0.193458, , 
598445.871, 226602.823, 38.33, -0.199016, , 
600807.323, 226594.065, 38.43, -0.207966, , 
604340.581, 226643.484, 38.53, -0.220671, , 
609055.790, 226698.468, 38.63, -0.237615, , 
614381.258, 226633.613, 38.73, -0.257851, , 
620711.742, 226749.887, 38.83, -0.279766, , 
627377.000, 226772.613, 38.93, -0.303577, , 
633937.355, 226699.306, 39.03, -0.327715, , 
640814.581, 226740.742, 39.13, -0.351586, , 
647647.565, 226749.065, 39.23, -0.375373, 7, 0.795
654776.581, 226831.774, 39.33, -0.399188, , 
661097.581, 226792.048, 39.42, -0.421203, , 
666622.758, 226742.774, 39.53, -0.440422, , 
671689.113, 226772.919, 39.63, -0.457162, , 
676668.855, 226940.694, 39.72, -0.472120, , 
679691.774, 226908.242, 39.82, -0.482473, , 
681931.177, 226937.742, 39.92, -0.489583, , 
682771.274, 226952.887, 40.02, -0.492203, , 
681626.548, 226829.548, 40.12, -0.489651, , 
679868.645, 226970.161, 40.22, -0.482445, , 
676466.952, 227009.984, 40.32, -0.470762, , 
671278.306, 226939.000, 40.42, -0.454138, , 
665200.016, 226904.339, 40.52, -0.434011, , 
658539.677, 226986.000, 40.62, -0.410555, , 
651374.371, 226986.000, 40.72, -0.385935, , 
643899.758, 226986.000, 40.82, -0.359962, , 
637354.097, 226986.000, 40.92, -0.336967, , 
631375.984, 226986.000, 41.02, -0.315760, , 
626952.242, 226986.000, 41.12, -0.299936, , 
623612.935, 226840.323, 41.22, -0.289363, , 
621467.113, 226835.677, 41.32, -0.281652, , 
620305.581, 226800.677, 41.42, -0.277789, , 
620792.968, 226890.339, 41.52, -0.278667, , 
622255.500, 226860.613, 41.62, -0.284258, , 
624274.597, 226730.903, 41.72, -0.292835, , 
627708.839, 226775.516, 41.82, -0.304738, , 
631962.274, 226902.387, 41.92, -0.318678, , 
636667.855, 226980.935, 42.02, -0.334593, , 
641914.532, 226997.306, 42.12, -0.352900, , 
647392.371, 226915.419, 42.22, -0.372835, , 
653054.548, 227084.790, 42.32, -0.390753, , 
657831.161, 227018.258, 42.42, -0.407813, , 
662684.145, 227058.274, 42.51, -0.423957, , 
667030.355, 227084.355, 42.62, -0.438410, , 
670205.694, 227061.081, 42.72, -0.449328, , 
672593.355, 227051.661, 42.81, -0.457425, , 
674010.435, 227135.855, 42.91, -0.461327, , 
673784.306, 227100.065, 43.01, -0.460927, , 
672367.806, 227059.161, 43.11, -0.456596, , 
