FlowCell Text Data File: 250529-3-C1.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 23:02:23
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
686409.468, 225445.387, 30.45, 0.498715, , 
687855.419, 225432.000, 30.55, 0.493846, , 
689672.613, 225368.145, 30.65, 0.487271, , 
691980.903, 225521.387, 30.75, 0.481281, , 
693927.968, 225497.371, 30.85, 0.474718, , 
695096.968, 225437.710, 30.95, 0.470335, , 
696665.323, 225411.403, 31.05, 0.465000, , 
698326.032, 225521.339, 31.15, 0.460739, , 
700363.339, 225581.613, 31.25, 0.454785, , 
700774.419, 225418.516, 31.35, 0.451837, , 
702473.210, 225468.823, 31.45, 0.446890, , 
703079.694, 225451.968, 31.55, 0.444780, , 
704611.048, 225586.048, 31.65, 0.441221, , 
705531.952, 225611.323, 31.74, 0.438534, , 
706395.677, 225633.274, 31.85, 0.436000, , 
705945.145, 225478.403, 31.95, 0.435890, , 
706572.435, 225622.823, 32.05, 0.435332, , 
706273.210, 225598.387, 32.14, 0.436042, , 
706004.290, 225603.210, 32.24, 0.436947, , 
705407.919, 225631.339, 32.34, 0.439129, , 
704162.387, 225485.306, 32.44, 0.441650, , 
702774.839, 225564.806, 32.54, 0.446882, , 
701238.226, 225626.871, 32.64, 0.452427, , 
698746.242, 225584.774, 32.74, 0.460018, , 
695707.032, 225587.323, 32.84, 0.469854, , 
